gene_id,gene_name,entrezid,gene_biotype
ENSG00000148513,ANKRD30A,91074,protein_coding
ENSG00000206796,RNU6-811P,NA,snRNA
ENSG00000234918,AL157387.1,NA,lncRNA
ENSG00000235687,LINC00993,NA,transcribed_unprocessed_pseudogene
ENSG00000244402,RN7SL314P,NA,misc_RNA
ENSG00000237970,TMEM161BP1,NA,processed_pseudogene
ENSG00000236313,VN1R53P,NA,processed_pseudogene
ENSG00000224920,TACC1P1,NA,unprocessed_pseudogene
ENSG00000225276,MTND1P18,NA,processed_pseudogene
ENSG00000256892,MTRNR2L7,100288485,protein_coding
ENSG00000226578,AL132657.1,NA,lncRNA
ENSG00000198105,ZNF248,57209,protein_coding
ENSG00000260137,AL132657.2,NA,lncRNA
ENSG00000225192,ZNF33BP1,NA,processed_pseudogene
ENSG00000228828,TLK2P2,NA,processed_pseudogene
ENSG00000236514,AL135791.1,NA,lncRNA
ENSG00000151963,ZNF37CP,NA,unprocessed_pseudogene
ENSG00000235197,ZNF33CP,NA,processed_pseudogene
ENSG00000175395,ZNF25,219749,protein_coding
ENSG00000226447,ZNF25-DT,NA,lncRNA
ENSG00000189180,ZNF33A,7581,protein_coding
ENSG00000252132,RNU6-795P,NA,snRNA
ENSG00000275675,AL161931.1,NA,unprocessed_pseudogene
ENSG00000226086,EIF3LP3,NA,processed_pseudogene
ENSG00000235964,FXYD6P2,NA,processed_pseudogene
ENSG00000075407,ZNF37A,7587,protein_coding
ENSG00000283930,AL117339.5,NA,protein_coding
ENSG00000272983,AL117339.4,NA,lncRNA
ENSG00000225965,AL117339.2,NA,processed_pseudogene
ENSG00000224761,AL117339.1,NA,transcribed_unprocessed_pseudogene
ENSG00000226113,AL133217.1,NA,transcribed_unprocessed_pseudogene
ENSG00000234941,AL117339.3,NA,processed_pseudogene
ENSG00000099251,HSD17B7P2,NA,transcribed_unprocessed_pseudogene
ENSG00000120555,SEPTIN7P9,NA,transcribed_unprocessed_pseudogene
ENSG00000276805,AL133216.2,NA,transcribed_unprocessed_pseudogene
ENSG00000228882,CICP9,NA,processed_pseudogene
ENSG00000203496,AL133216.1,NA,lncRNA
ENSG00000215151,ABCD1P2,NA,unprocessed_pseudogene
ENSG00000277133,AL133173.2,NA,processed_pseudogene
ENSG00000225638,PABPC1P12,NA,processed_pseudogene
ENSG00000233867,SLC9B1P3,NA,unprocessed_pseudogene
ENSG00000227264,ACTR3BP5,NA,processed_pseudogene
ENSG00000234541,CHEK2P5,NA,unprocessed_pseudogene
ENSG00000227679,AL133173.1,NA,processed_pseudogene
ENSG00000233832,AL590623.1,NA,processed_pseudogene
ENSG00000229485,KSR1P1,NA,processed_pseudogene
ENSG00000237592,IGKV1OR10-1,NA,IG_V_pseudogene
ENSG00000271650,AL031601.1,NA,processed_pseudogene
ENSG00000274167,AL031601.2,NA,transcribed_unprocessed_pseudogene
ENSG00000228755,PABPC1P8,NA,processed_pseudogene
ENSG00000215146,BX322639.1,NA,transcribed_unprocessed_pseudogene
ENSG00000182632,CCNYL2,NA,transcribed_unprocessed_pseudogene
ENSG00000279239,AL391099.1,NA,transcribed_unprocessed_pseudogene
ENSG00000185904,LINC00839,NA,lncRNA
ENSG00000234420,ZNF37BP,NA,transcribed_processed_pseudogene
ENSG00000270762,FXYD6P1,NA,processed_pseudogene
ENSG00000233837,EIF3LP2,NA,processed_pseudogene
ENSG00000196693,ZNF33B,7582,protein_coding
ENSG00000277479,AL022345.3,NA,unprocessed_pseudogene
ENSG00000272319,AL022345.1,NA,unprocessed_pseudogene
ENSG00000272387,AL022345.2,NA,unprocessed_pseudogene
ENSG00000251783,RNU6-1170P,NA,snRNA
ENSG00000233515,LINC01518,NA,lncRNA
ENSG00000232109,VN1R54P,NA,processed_pseudogene
ENSG00000231009,CUBNP1,NA,unprocessed_pseudogene
ENSG00000234864,LINC02632,NA,lncRNA
ENSG00000230425,RSU1P1,NA,unprocessed_pseudogene
ENSG00000270552,DUXAP3,NA,unprocessed_pseudogene
ENSG00000259869,AL022344.1,NA,lncRNA
ENSG00000165733,BMS1,9790,protein_coding
ENSG00000252416,RNU6-885P,NA,snRNA
ENSG00000234944,LINC02623,NA,lncRNA
ENSG00000229630,LINC01264,NA,lncRNA
ENSG00000263795,MIR5100,100847014,miRNA
ENSG00000165731,RET,5979,protein_coding
ENSG00000273008,AC010864.1,NA,lncRNA
ENSG00000169826,CSGALNACT2,55454,protein_coding
ENSG00000198915,RASGEF1A,221002,protein_coding
ENSG00000224265,LINC02633,NA,lncRNA
ENSG00000221468,RNU6ATAC11P,NA,snRNA
ENSG00000150201,FXYD4,53828,protein_coding
ENSG00000169813,HNRNPF,3185,protein_coding
ENSG00000221400,SNORD3J,NA,snoRNA
ENSG00000230555,AL450326.1,NA,lncRNA
ENSG00000243660,ZNF487,642819,protein_coding
ENSG00000252532,RNU7-193P,NA,snRNA
ENSG00000236114,AL450326.2,NA,unprocessed_pseudogene
ENSG00000196793,ZNF239,8187,protein_coding
ENSG00000232004,CAP1P2,NA,processed_pseudogene
ENSG00000198298,ZNF485,220992,protein_coding
ENSG00000223910,ZNF32-AS3,NA,lncRNA
ENSG00000237389,AL645634.2,NA,lncRNA
ENSG00000238263,RPL21P88,NA,processed_pseudogene
ENSG00000169740,ZNF32,7580,protein_coding
ENSG00000226245,ZNF32-AS1,NA,lncRNA
ENSG00000230565,ZNF32-AS2,NA,lncRNA
ENSG00000228426,AL645634.1,NA,lncRNA
ENSG00000271173,AL355989.1,NA,processed_pseudogene
ENSG00000224162,UQCRHP3,NA,processed_pseudogene
ENSG00000223746,ELOCP30,NA,processed_pseudogene
ENSG00000234973,LINC02658,NA,lncRNA
ENSG00000226808,LINC00840,NA,lncRNA
ENSG00000226790,HNRNPA3P1,NA,processed_pseudogene
ENSG00000236769,LINC02659,NA,lncRNA
ENSG00000233395,LINC00841,NA,lncRNA
ENSG00000227029,AL139237.1,NA,lncRNA
ENSG00000237590,AL137026.2,NA,lncRNA
ENSG00000229116,AL137026.1,NA,lncRNA
ENSG00000277288,C10orf142,100130539,protein_coding
ENSG00000107562,CXCL12,6387,protein_coding
ENSG00000214089,RPL9P21,NA,processed_pseudogene
ENSG00000270767,AL356157.2,NA,processed_pseudogene
ENSG00000234580,AL356157.1,NA,lncRNA
ENSG00000224812,TMEM72-AS1,NA,lncRNA
ENSG00000227395,EIF2AP4,NA,processed_pseudogene
ENSG00000234504,AL353801.2,NA,lncRNA
ENSG00000187783,TMEM72,643236,protein_coding
ENSG00000223462,AL353801.1,NA,lncRNA
ENSG00000273363,AL353801.3,NA,lncRNA
ENSG00000107551,RASSF4,83937,protein_coding
ENSG00000165507,DEPP1,11067,protein_coding
ENSG00000165511,C10orf25,220979,lncRNA
ENSG00000165512,ZNF22,7570,protein_coding
ENSG00000226937,CEP164P1,NA,transcribed_processed_pseudogene
ENSG00000277757,AL358394.3,NA,lncRNA
ENSG00000270258,DUXAP4,NA,processed_pseudogene
ENSG00000228462,RPS19P7,NA,processed_pseudogene
ENSG00000232554,RSU1P2,NA,transcribed_unprocessed_pseudogene
ENSG00000235690,CUBNP3,NA,unprocessed_pseudogene
ENSG00000243349,AL358394.2,NA,lncRNA
ENSG00000236442,ANKRD54P1,NA,processed_pseudogene
ENSG00000230501,ANKRD30BP3,NA,unprocessed_pseudogene
ENSG00000263476,MIR3156-1,NA,miRNA
ENSG00000227683,AL358394.1,NA,lncRNA
ENSG00000275312,AL512324.1,NA,unprocessed_pseudogene
ENSG00000278531,AL512324.3,NA,unprocessed_pseudogene
ENSG00000207071,RNU6-1207P,NA,snRNA
ENSG00000234993,CUBNP2,NA,unprocessed_pseudogene
ENSG00000224402,OR6D1P,NA,transcribed_unitary_pseudogene
ENSG00000256574,OR13A1,79290,protein_coding
ENSG00000012779,ALOX5,240,protein_coding
ENSG00000231964,AL731567.1,NA,lncRNA
ENSG00000165406,MARCH8,220972,protein_coding
ENSG00000172671,ZFAND4,93550,protein_coding
ENSG00000230869,AGAP10P,NA,unprocessed_pseudogene
ENSG00000237840,FAM21FP,NA,transcribed_unprocessed_pseudogene
ENSG00000228702,AL645998.1,NA,processed_pseudogene
ENSG00000172661,WASHC2C,253725,protein_coding
ENSG00000270434,AC012044.1,NA,processed_pseudogene
ENSG00000231122,FAM25E,643479,transcribed_unprocessed_pseudogene
ENSG00000188234,AGAP4,119016,protein_coding
ENSG00000239883,PARGP1,NA,transcribed_unprocessed_pseudogene
ENSG00000239152,RNA5SP310,NA,rRNA_pseudogene
ENSG00000264217,RPL35AP23,NA,processed_pseudogene
ENSG00000265354,TIMM23,100287932,protein_coding
ENSG00000265733,SNORA74C-1,NA,snoRNA
ENSG00000266412,NCOA4,8031,protein_coding
ENSG00000263639,MSMB,4477,protein_coding
ENSG00000280012,RPL23AP61,NA,processed_pseudogene
ENSG00000264204,AGAP7P,NA,unprocessed_pseudogene
ENSG00000263482,ANTXRLP1,NA,unprocessed_pseudogene
ENSG00000274209,ANTXRL,195977,protein_coding
ENSG00000279058,AGAP14P,NA,unprocessed_pseudogene
ENSG00000273225,FAM25BP,NA,transcribed_unprocessed_pseudogene
ENSG00000279458,AC244230.1,NA,lncRNA
ENSG00000264230,ANXA8L1,728113,protein_coding
ENSG00000285402,AC244230.2,NA,lncRNA
ENSG00000285294,LINC00842,NA,lncRNA
ENSG00000213412,HNRNPA1P33,NA,processed_pseudogene
ENSG00000204174,NPY4R,5540,protein_coding
ENSG00000204175,GPRIN2,9721,protein_coding
ENSG00000204176,SYT15,83849,protein_coding
ENSG00000231187,AL356056.2,NA,lncRNA
ENSG00000229227,AL356056.1,NA,lncRNA
ENSG00000165874,SHLD2P1,NA,transcribed_unprocessed_pseudogene
ENSG00000272430,LINC02637,NA,lncRNA
ENSG00000229927,RHEBP1,NA,processed_pseudogene
ENSG00000274186,RN7SL248P,NA,misc_RNA
ENSG00000280913,CTSLP3,NA,transcribed_unprocessed_pseudogene
ENSG00000265366,GLUD1P2,NA,transcribed_unprocessed_pseudogene
ENSG00000215097,AL731733.1,NA,processed_pseudogene
ENSG00000204177,BMS1P1,399761,transcribed_unprocessed_pseudogene
ENSG00000238405,RNA5SP311,NA,rRNA_pseudogene
ENSG00000243289,AGAP13P,NA,unprocessed_pseudogene
ENSG00000150175,FRMPD2B,NA,unprocessed_pseudogene
ENSG00000204179,PTPN20,26095,protein_coding
ENSG00000266524,GDF10,2662,protein_coding
ENSG00000263761,GDF2,2658,protein_coding
ENSG00000265203,RBP3,5949,protein_coding
ENSG00000265763,ZNF488,118738,protein_coding
ENSG00000265190,ANXA8,653145,protein_coding
ENSG00000270369,AL591684.3,NA,processed_pseudogene
ENSG00000189090,FAM25G,100133093,protein_coding
ENSG00000224919,AL591684.1,NA,lncRNA
ENSG00000204172,AGAP9,642517,protein_coding
ENSG00000254929,AL591684.2,NA,lncRNA
ENSG00000252877,RNA5SP312,NA,rRNA_pseudogene
ENSG00000251079,BMS1P2,NA,transcribed_unprocessed_pseudogene
ENSG00000265630,BX547991.2,NA,unprocessed_pseudogene
ENSG00000215065,BX547991.1,NA,processed_pseudogene
ENSG00000266217,CTSLP2,NA,unprocessed_pseudogene
ENSG00000264404,LINC02675,NA,lncRNA
ENSG00000189014,SHLD2P3,NA,unprocessed_pseudogene
ENSG00000226964,RHEBP2,NA,processed_pseudogene
ENSG00000277758,FO681492.1,102724488,protein_coding
ENSG00000276850,AC245041.2,NA,lncRNA
ENSG00000264717,NPY4R2,100996758,protein_coding
ENSG00000273760,AC245041.1,NA,lncRNA
ENSG00000276430,FAM25C,644054,protein_coding
ENSG00000265018,AGAP12P,NA,transcribed_unprocessed_pseudogene
ENSG00000270025,BMS1P7,NA,transcribed_unprocessed_pseudogene
ENSG00000278561,PTPN20CP,NA,unprocessed_pseudogene
ENSG00000170324,FRMPD2,143162,protein_coding
ENSG00000225482,RPS6P14,NA,processed_pseudogene
ENSG00000107643,MAPK8,5599,protein_coding
ENSG00000279822,AC016397.2,NA,TEC
ENSG00000128805,ARHGAP22,58504,protein_coding
ENSG00000248682,ARHGAP22-IT1,NA,lncRNA
ENSG00000231906,AC016397.1,NA,processed_pseudogene
ENSG00000251413,AC068898.2,NA,lncRNA
ENSG00000236800,AC068898.1,NA,lncRNA
ENSG00000128815,WDFY4,57705,protein_coding
ENSG00000228754,RPL13AP19,NA,processed_pseudogene
ENSG00000228403,AC035139.1,NA,lncRNA
ENSG00000241577,AC060234.3,NA,lncRNA
ENSG00000165383,LRRC18,474354,protein_coding
ENSG00000233665,AC060234.2,NA,lncRNA
ENSG00000226576,AC060234.1,NA,lncRNA
ENSG00000264800,MIR4294,NA,miRNA
ENSG00000165633,VSTM4,196740,protein_coding
ENSG00000234736,FAM170B-AS1,NA,lncRNA
ENSG00000172538,FAM170B,170370,protein_coding
ENSG00000204161,TMEM273,170371,protein_coding
ENSG00000236208,C10orf71-AS1,NA,lncRNA
ENSG00000177354,C10orf71,118461,protein_coding
ENSG00000165606,DRGX,644168,protein_coding
ENSG00000235939,AL138760.1,NA,lncRNA
ENSG00000225830,ERCC6,2074,protein_coding
ENSG00000271237,HMGB1P50,NA,processed_pseudogene
ENSG00000070748,CHAT,1103,protein_coding
ENSG00000187714,SLC18A3,6572,protein_coding
ENSG00000178645,C10orf53,282966,protein_coding
ENSG00000197444,OGDHL,55753,protein_coding
ENSG00000226389,MAPK6P6,NA,processed_pseudogene
ENSG00000229870,RPL21P89,NA,processed_pseudogene
ENSG00000227345,PARG,8505,protein_coding
ENSG00000230166,RPL35AP24,NA,processed_pseudogene
ENSG00000204152,TIMM23B,100652748,protein_coding
ENSG00000178440,TIMM23B-AGAP6,NA,lncRNA
ENSG00000204149,AGAP6,414189,protein_coding
ENSG00000235618,FAM21EP,NA,transcribed_unprocessed_pseudogene
ENSG00000226631,SLC9A3P3,NA,processed_pseudogene
ENSG00000099290,WASHC2A,387680,protein_coding
ENSG00000233011,SLC9A3P1,NA,processed_pseudogene
ENSG00000188611,ASAH2,56624,protein_coding
ENSG00000225137,DYNC1I2P1,NA,processed_pseudogene
ENSG00000198964,SGMS1,259230,protein_coding
ENSG00000279863,AC069547.1,NA,TEC
ENSG00000225303,AL117341.1,NA,lncRNA
ENSG00000238523,RNU7-107P,NA,snRNA
ENSG00000226200,SGMS1-AS1,NA,lncRNA
ENSG00000231588,SHQ1P1,NA,processed_pseudogene
ENSG00000231345,BEND3P1,NA,transcribed_processed_pseudogene
ENSG00000232706,NUTM2HP,NA,unprocessed_pseudogene
ENSG00000226168,AL589794.1,NA,processed_pseudogene
ENSG00000230011,CTSLP4,NA,unprocessed_pseudogene
ENSG00000213667,PGGT1BP1,NA,processed_pseudogene
ENSG00000204147,ASAH2B,653308,protein_coding
ENSG00000148584,A1CF,29974,protein_coding
ENSG00000229711,AL512366.1,NA,lncRNA
ENSG00000236944,CCDC58P2,NA,processed_pseudogene
ENSG00000261368,AL731537.2,NA,lncRNA
ENSG00000185532,PRKG1,5592,protein_coding
ENSG00000223502,AL731537.1,NA,lncRNA
ENSG00000231132,AC022537.1,NA,lncRNA
ENSG00000207813,MIR605,NA,miRNA
ENSG00000235279,AC069079.1,NA,lncRNA
ENSG00000213659,RSU1P3,NA,processed_pseudogene
ENSG00000177613,CSTF2T,23283,protein_coding
ENSG00000236671,PRKG1-AS1,NA,lncRNA
ENSG00000107984,DKK1,22943,protein_coding
ENSG00000213657,RPL31P44,NA,processed_pseudogene
ENSG00000227972,THAP12P3,NA,processed_pseudogene
ENSG00000231131,LNCAROD,NA,lncRNA
ENSG00000165471,MBL2,4153,protein_coding
ENSG00000227121,LINC02672,NA,lncRNA
ENSG00000231399,SNRPEP8,NA,processed_pseudogene
ENSG00000226296,AC036101.1,NA,lncRNA
ENSG00000252161,RNA5SP318,NA,rRNA_pseudogene
ENSG00000233805,AL365496.1,NA,processed_pseudogene
ENSG00000150275,PCDH15,65217,protein_coding
ENSG00000252252,RNU6-687P,NA,snRNA
ENSG00000234173,AL353784.1,NA,lncRNA
ENSG00000224697,NEFMP1,NA,processed_pseudogene
ENSG00000221594,MIR548F1,NA,miRNA
ENSG00000236958,AC051618.1,NA,lncRNA
ENSG00000236744,AC016822.1,NA,lncRNA
ENSG00000223800,AL355314.1,NA,lncRNA
ENSG00000228048,AL355314.2,NA,lncRNA
ENSG00000249860,MTRNR2L5,100463289,protein_coding
ENSG00000236993,GAPDHP21,NA,processed_pseudogene
ENSG00000270541,AC069545.1,NA,processed_pseudogene
ENSG00000122952,ZWINT,11130,protein_coding
ENSG00000238707,AC025039.1,NA,snoRNA
ENSG00000264747,MIR3924,NA,miRNA
ENSG00000235810,AL731534.1,NA,processed_pseudogene
ENSG00000223841,AC006484.1,NA,processed_pseudogene
ENSG00000270192,MRPS35P3,NA,processed_pseudogene
ENSG00000232115,AC026884.1,NA,processed_pseudogene
ENSG00000151151,IPMK,253430,protein_coding
ENSG00000180221,TPT1P10,NA,processed_pseudogene
ENSG00000122873,CISD1,55847,protein_coding
ENSG00000228527,AC016396.1,NA,lncRNA
ENSG00000261076,AC016396.2,NA,lncRNA
ENSG00000072401,UBE2D1,7321,protein_coding
ENSG00000108064,TFAM,7019,protein_coding
ENSG00000122870,BICC1,80114,protein_coding
ENSG00000183055,FAM133CP,NA,processed_pseudogene
ENSG00000252076,RN7SKP196,NA,misc_RNA
ENSG00000237949,LINC00844,NA,lncRNA
ENSG00000226888,RPLP1P10,NA,processed_pseudogene
ENSG00000226557,TRAF6P1,NA,processed_pseudogene
ENSG00000165443,PHYHIPL,84457,protein_coding
ENSG00000148541,FAM13C,220965,protein_coding
ENSG00000236556,AC025038.1,NA,lncRNA
ENSG00000235469,MRPL50P4,NA,processed_pseudogene
ENSG00000235140,AC026391.1,NA,lncRNA
ENSG00000165449,SLC16A9,220963,protein_coding
ENSG00000227877,MRLN,100507027,protein_coding
ENSG00000108091,CCDC6,8030,protein_coding
ENSG00000235931,LINC01553,NA,lncRNA
ENSG00000151150,ANK3,288,protein_coding
ENSG00000232682,AL592430.1,NA,lncRNA
ENSG00000282121,AL592430.2,NA,lncRNA
ENSG00000122872,ARL4AP1,NA,processed_pseudogene
ENSG00000254271,ANK3-DT,NA,lncRNA
ENSG00000170312,CDK1,983,protein_coding
ENSG00000072422,RHOBTB1,9886,protein_coding
ENSG00000223107,RNU2-72P,NA,snRNA
ENSG00000227244,LINC00845,NA,lncRNA
ENSG00000196932,TMEM26,219623,protein_coding
ENSG00000237233,TMEM26-AS1,NA,lncRNA
ENSG00000183346,CABCOCO1,219621,protein_coding
ENSG00000272592,AL451049.1,NA,lncRNA
ENSG00000233643,LINC02625,NA,lncRNA
ENSG00000150347,ARID5B,84159,protein_coding
ENSG00000182010,RTKN2,219790,protein_coding
ENSG00000234756,LINC02621,NA,lncRNA
ENSG00000240940,RN7SL591P,NA,misc_RNA
ENSG00000138311,ZNF365,22891,protein_coding
ENSG00000285551,AC067752.1,22891,protein_coding
ENSG00000238280,AC067751.1,NA,lncRNA
ENSG00000234489,ALDH7A1P4,NA,processed_pseudogene
ENSG00000181915,ADO,84890,protein_coding
ENSG00000122877,EGR2,1959,protein_coding
ENSG00000199446,RNU6-543P,NA,snRNA
ENSG00000224301,AL590502.1,NA,lncRNA
ENSG00000148572,NRBF2,29982,protein_coding
ENSG00000171988,JMJD1C,221037,protein_coding
ENSG00000234369,TATDN1P1,NA,processed_pseudogene
ENSG00000270421,AC022022.2,NA,processed_pseudogene
ENSG00000221063,MIR1296,100302150,miRNA
ENSG00000235816,PRELID1P3,NA,processed_pseudogene
ENSG00000272767,JMJD1C-AS1,NA,lncRNA
ENSG00000224412,AC022022.1,NA,processed_pseudogene
ENSG00000165476,REEP3,221035,protein_coding
ENSG00000232075,MRPL35P2,NA,processed_pseudogene
ENSG00000270352,AC022387.1,NA,processed_pseudogene
ENSG00000228566,AC013287.1,NA,lncRNA
ENSG00000213609,RPL7AP50,NA,processed_pseudogene
ENSG00000226426,AC012558.1,NA,lncRNA
ENSG00000235489,DBF4P1,NA,processed_pseudogene
ENSG00000233900,RPL17P35,NA,processed_pseudogene
ENSG00000270648,CYP2C61P,NA,processed_pseudogene
ENSG00000216740,ANXA2P3,NA,processed_pseudogene
ENSG00000224714,LINC02671,101928887,lncRNA
ENSG00000270754,NEK4P3,NA,processed_pseudogene
ENSG00000282906,AL513321.2,NA,lncRNA
ENSG00000227173,MYL6P3,NA,processed_pseudogene
ENSG00000233724,AL513321.1,NA,processed_pseudogene
ENSG00000235356,AL592466.1,NA,lncRNA
ENSG00000228065,LINC01515,NA,lncRNA
ENSG00000183230,CTNNA3,29119,protein_coding
ENSG00000273360,AC022017.1,NA,lncRNA
ENSG00000277056,AL607023.1,NA,unprocessed_pseudogene
ENSG00000198739,LRRTM3,347731,protein_coding
ENSG00000225299,AL139240.1,NA,lncRNA
ENSG00000226448,RPL7AP51,NA,processed_pseudogene
ENSG00000276866,MIR7151,NA,miRNA
ENSG00000213606,AKR1B10P1,NA,processed_pseudogene
ENSG00000225922,RPL21P92,NA,processed_pseudogene
ENSG00000108176,DNAJC12,56521,protein_coding
ENSG00000212520,RNU6-1250P,NA,snRNA
ENSG00000239942,RN7SL394P,NA,misc_RNA
ENSG00000237141,DNAJC19P1,NA,processed_pseudogene
ENSG00000272892,AL133551.1,NA,lncRNA
ENSG00000252113,RNU6-523P,NA,snRNA
ENSG00000219932,RPL12P8,NA,processed_pseudogene
ENSG00000096717,SIRT1,23411,protein_coding
ENSG00000148634,HERC4,26091,protein_coding
ENSG00000226318,RPS3AP38,NA,processed_pseudogene
ENSG00000266467,RN7SL220P,NA,misc_RNA
ENSG00000236375,POU5F1P5,NA,processed_pseudogene
ENSG00000138347,MYPN,84665,protein_coding
ENSG00000222371,RN7SKP202,NA,misc_RNA
ENSG00000179774,ATOH7,220202,protein_coding
ENSG00000233590,LINC02640,NA,lncRNA
ENSG00000234102,KRT19P4,NA,processed_pseudogene
ENSG00000108187,PBLD,64081,protein_coding
ENSG00000096746,HNRNPH3,3189,protein_coding
ENSG00000204130,RUFY2,55680,protein_coding
ENSG00000138346,DNA2,1763,protein_coding
ENSG00000234806,RPL26P29,NA,processed_pseudogene
ENSG00000199638,RNA5SP319,NA,rRNA_pseudogene
ENSG00000122912,SLC25A16,8034,protein_coding
ENSG00000226493,RPL26P27,NA,processed_pseudogene
ENSG00000214881,TMEM14DP,NA,processed_pseudogene
ENSG00000138336,TET1,80312,protein_coding
ENSG00000213025,COX20P1,NA,processed_pseudogene
ENSG00000227583,RPS3AP37,NA,processed_pseudogene
ENSG00000260400,AL513534.2,NA,lncRNA
ENSG00000270494,AL513534.3,NA,processed_pseudogene
ENSG00000060339,CCAR1,55749,protein_coding
ENSG00000283551,SNORD98,NA,snoRNA
ENSG00000221184,AL513534.1,NA,miRNA
ENSG00000165730,STOX1,219736,protein_coding
ENSG00000200218,RNU6-697P,NA,snRNA
ENSG00000107625,DDX50,79009,protein_coding
ENSG00000206855,RNU6-571P,NA,snRNA
ENSG00000165732,DDX21,9188,protein_coding
ENSG00000198954,KIF1BP,26128,protein_coding
ENSG00000214875,MED28P1,NA,processed_pseudogene
ENSG00000229001,ACTBP14,NA,processed_pseudogene
ENSG00000122862,SRGN,5552,protein_coding
ENSG00000122958,VPS26A,9559,protein_coding
ENSG00000233163,RPS12P17,NA,processed_pseudogene
ENSG00000156502,SUPV3L1,6832,protein_coding
ENSG00000229261,AL596223.1,NA,lncRNA
ENSG00000156510,HKDC1,80201,protein_coding
ENSG00000231748,AL596223.2,NA,lncRNA
ENSG00000156515,HK1,3098,protein_coding
ENSG00000229197,RPS15AP28,NA,processed_pseudogene
ENSG00000075073,TACR2,6865,protein_coding
ENSG00000232734,ATP5MC1P7,NA,processed_pseudogene
ENSG00000099282,TSPAN15,23555,protein_coding
ENSG00000233197,TMEM256P1,NA,processed_pseudogene
ENSG00000122859,NEUROG3,50674,protein_coding
ENSG00000236154,AL450311.1,NA,lncRNA
ENSG00000230755,MTATP6P23,NA,processed_pseudogene
ENSG00000235803,MTCO2P23,NA,processed_pseudogene
ENSG00000235524,MTCO1P23,NA,processed_pseudogene
ENSG00000231152,MTND2P15,NA,processed_pseudogene
ENSG00000226794,MTND1P20,NA,processed_pseudogene
ENSG00000171224,FAM241B,219738,protein_coding
ENSG00000235645,LINC02651,NA,lncRNA
ENSG00000230469,RPL5P26,NA,processed_pseudogene
ENSG00000197467,COL13A1,1305,protein_coding
ENSG00000224222,LINC02636,NA,lncRNA
ENSG00000099284,H2AFY2,55506,protein_coding
ENSG00000042286,AIFM2,84883,protein_coding
ENSG00000156521,TYSND1,219743,protein_coding
ENSG00000079332,SAR1A,56681,protein_coding
ENSG00000229097,CALM2P2,NA,processed_pseudogene
ENSG00000232142,RPS25P9,NA,processed_pseudogene
ENSG00000180817,PPA1,5464,protein_coding
ENSG00000148734,NPFFR1,64106,protein_coding
ENSG00000172731,LRRC20,55222,protein_coding
ENSG00000224725,CEP57L1P1,NA,processed_pseudogene
ENSG00000148730,EIF4EBP2,1979,protein_coding
ENSG00000156574,NODAL,4838,protein_coding
ENSG00000280401,AC022532.1,NA,TEC
ENSG00000107719,PALD1,27143,protein_coding
ENSG00000230661,YY1P1,NA,processed_pseudogene
ENSG00000180644,PRF1,5551,protein_coding
ENSG00000138316,ADAMTS14,140766,protein_coding
ENSG00000166220,TBATA,219793,protein_coding
ENSG00000231366,RPS26P40,NA,processed_pseudogene
ENSG00000166224,SGPL1,8879,protein_coding
ENSG00000166228,PCBD1,5092,protein_coding
ENSG00000271409,AC073176.1,NA,lncRNA
ENSG00000259267,LINC02622,NA,lncRNA
ENSG00000107731,UNC5B,219699,protein_coding
ENSG00000237512,UNC5B-AS1,NA,lncRNA
ENSG00000198246,SLC29A3,55315,protein_coding
ENSG00000279406,AL359183.1,NA,TEC
ENSG00000107736,CDH23,64072,protein_coding
ENSG00000223817,CDH23-AS1,NA,lncRNA
ENSG00000214688,C10orf105,414152,protein_coding
ENSG00000107738,VSIR,64115,protein_coding
ENSG00000274824,MIR7152,NA,miRNA
ENSG00000197746,PSAP,5660,protein_coding
ENSG00000238446,RNU7-38P,NA,snRNA
ENSG00000230526,AC073370.1,NA,lncRNA
ENSG00000122863,CHST3,9469,protein_coding
ENSG00000272988,AC022392.1,NA,lncRNA
ENSG00000107742,SPOCK2,9806,protein_coding
ENSG00000138303,ASCC1,51008,protein_coding
ENSG00000200294,AL607035.1,NA,snoRNA
ENSG00000226701,RPL15P14,NA,processed_pseudogene
ENSG00000166295,ANAPC16,119504,protein_coding
ENSG00000168209,DDIT4,54541,protein_coding
ENSG00000269926,DDIT4-AS1,NA,lncRNA
ENSG00000148719,DNAJB12,54788,protein_coding
ENSG00000107745,MICU1,10367,protein_coding
ENSG00000202513,RNU6-805P,NA,snRNA
ENSG00000282915,AC091769.2,NA,lncRNA
ENSG00000276531,AC091769.1,NA,unprocessed_pseudogene
ENSG00000226163,AL513185.1,NA,lncRNA
ENSG00000230609,AL513185.2,NA,processed_pseudogene
ENSG00000272536,RN7SL840P,NA,misc_RNA
ENSG00000231471,HMGN2P34,NA,processed_pseudogene
ENSG00000238215,AL513185.3,NA,processed_pseudogene
ENSG00000156026,MCU,90550,protein_coding
ENSG00000266719,MIR4676,NA,miRNA
ENSG00000280166,AC016542.3,NA,TEC
ENSG00000279502,AC016542.2,NA,TEC
ENSG00000272627,AC016542.1,NA,lncRNA
ENSG00000138315,OIT3,170392,protein_coding
ENSG00000215086,NPM1P24,NA,processed_pseudogene
ENSG00000138308,PLA2G12B,84647,protein_coding
ENSG00000213700,RPL17P50,NA,processed_pseudogene
ENSG00000122884,P4HA1,5033,protein_coding
ENSG00000232646,AL731563.1,NA,processed_pseudogene
ENSG00000237768,AL731563.2,NA,lncRNA
